TRAN_AMT,ACCT_PRE_TRAN_AVAIL_BAL,CUST_AGE,OPEN_ACCT_CT,WF_dvc_age,PWD_UPDT_TS,CARR_NAME,RGN_NAME,STATE_PRVNC_TXT,ALERT_TRGR_CD,DVC_TYPE_TXT,AUTHC_PRIM_TYPE_CD,AUTHC_SCNDRY_STAT_TXT,CUST_ZIP,CUST_STATE,PH_NUM_UPDT_TS,CUST_SINCE_DT,TRAN_TS,TRAN_DT,ACTN_CD,ACTN_INTNL_TXT,TRAN_TYPE_CD,ACTVY_DT,FRAUD_NONFRAUD
493.99,2366.24,24,1,1555,6/31/2020 4:34:21,t-mobile usa  inc.,mid atlantic,pennsylvania,ONLN,,UN_PWD,CHALLENGE_SUCCESS,33136,FL,,1994-05-19 00:00:00,6/29/2021 12:34:21,6/29/2021,SCHPMT,P2P_COMMIT,P2P,6/29/2021,Fraud
5.64,14800.28,21,3,11,,charter communications inc,southwest,california,MOBL,DESKTOP,FACE_ID,ALLOW,35903,AL,,2020-08-30 00:00:00,6/8/2021 7:16:24,6/8/2021,SCHPMT,P2P_COMMIT,P2P,6/8/2021,Non-Fraud
23.9,2055.64,47,4,303,6/12/2021 9:14:38,comcast cable communications  llc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,93001,CA,,2000-08-09 00:00:00,7/10/2021 10:14:38,7/10/2021,SCHPMT,P2P_COMMIT,P2P,7/10/2021,Non-Fraud
496.5,2016.53,71,5,971,11/21/2020 12:6:17,choopa  llc,mid atlantic,new jersey,ONLN,MOBILE,UN_PWD,CHALLENGE_SUCCESS,92129,CA,5/0/2020 23:14:50,2000-02-21 00:00:00,4/26/2021 12:6:17,4/26/2021,SCHPMT,P2P_COMMIT,P2P,4/26/2021,Fraud
2.61,381.9,26,3,403,5/8/2019 7:19:35,att services inc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,7522,NJ,7/7/2020 5:45:37,1998-02-02 00:00:00,6/29/2021 11:19:35,6/29/2021,SCHPMT,P2P_COMMIT,P2P,6/29/2021,Non-Fraud
18.47,10090.63,60,6,514,5/8/2020 22:32:40,comcast,southeast,florida,MOBL,DESKTOP,UN_PWD,ALLOW,91204,CA,10/24/2018 8:45:37,1999-05-25 00:00:00,2/25/2021 13:32:40,2/25/2021,SCHPMT,P2P_COMMIT,P2P,2/25/2021,Non-Fraud
8.36,5266.4,75,10,406,12/29/2021 15:39:29,cellco partnership dba verizon wireless,southeast,tennessee,ONLN,DESKTOP,UN_PWD,ALLOW,92392,CA,10/30/2018 10:39:59,1998-05-17 00:00:00,3/11/2021 1:39:29,3/11/2021,SCHPMT,P2P_COMMIT,P2P,3/11/2021,Non-Fraud
496.17,2573.88,82,5,1266,6/19/2017 13:51:57,,,,ONLN,DESKTOP,UN_PWD,ALLOW,36527,AL,,2020-10-26 00:00:00,3/26/2021 17:51:57,3/26/2021,SCHPMT,P2P_COMMIT,P2P,3/26/2021,Fraud
494,32139.38,68,2,603,3/28/2019 19:44:41,lightower fiber networks i  llc,northeast,new york,MOBL,,UN_PWD,ALLOW,77375,TX,1/11/2021 13:50:5,1980-11-09 00:00:00,4/24/2021 1:44:41,4/24/2021,SCHPMT,P2P_COMMIT,P2P,4/24/2021,Fraud
291.53,1058.1,74,5,1795,,cox communications inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,34746,FL,,2017-05-14 00:00:00,3/13/2021 18:0:51,3/13/2021,SCHPMT,P2P_COMMIT,P2P,3/13/2021,Non-Fraud
6.88,207.23,34,4,661,,t-mobile usa  inc.,south central,texas,MOBL,MOBILE,UN_PWD,ALLOW,78613,TX,,1997-10-28 00:00:00,3/26/2021 19:20:0,3/26/2021,SCHPMT,P2P_COMMIT,P2P,3/26/2021,Non-Fraud
75.53,658.02,46,4,15,12/4/2020 20:11:30,at&t mobility llc,south central,texas,MOBL,MOBILE,FACE_ID,ALLOW,77090,TX,7/8/2021 9:45:37,2011-04-08 00:00:00,4/24/2021 9:11:30,4/24/2021,SCHPMT,P2P_COMMIT,P2P,4/24/2021,Non-Fraud
171.27,10161.94,24,2,2034,5/22/2017 13:11:57,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,90305,CA,,1987-04-04 00:00:00,6/4/2021 5:11:57,6/4/2021,SCHPMT,P2P_COMMIT,P2P,6/4/2021,Non-Fraud
8.85,3543.84,37,6,2573,,t-mobile usa  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,33527,FL,,2016-08-30 00:00:00,1/8/2021 19:11:45,1/8/2021,SCHPMT,P2P_COMMIT,P2P,1/8/2021,Non-Fraud
488.16,3133.67,56,2,139,11/29/2018 20:42:8,sherwood broadband,pacific northwest,oregon,MOBL,DESKTOP,UN_PWD,ALLOW,84045,UT,3/26/2020 23:32:12,2002-06-29 00:00:00,2/3/2021 10:42:8,2/3/2021,SCHPMT,P2P_COMMIT,P2P,2/3/2021,Fraud
27.85,0,60,6,858,3/31/2020 8:20:0,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,11226,NY,,1996-12-08 00:00:00,2/7/2021 21:20:0,2/7/2021,SCHPMT,P2P_COMMIT,P2P,2/7/2021,Non-Fraud
434.08,14984.96,32,29,467,7/15/2017 23:14:7,t-mobile usa  inc.,south central,missouri,MOBL,MOBILE,UN_PWD,CHALLENGE_SUCCESS,84536,UT,9/30/2020 0:45:37,1996-08-28 00:00:00,3/17/2021 14:14:7,3/17/2021,SCHPMT,P2P_COMMIT,P2P,3/17/2021,Non-Fraud
440.39,0,45,2,1182,,at&t mobility llc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,75206,TX,9/29/2019 19:55:21,2002-06-04 00:00:00,7/4/2021 7:31:41,7/4/2021,SCHPMT,P2P_COMMIT,P2P,7/4/2021,Non-Fraud
16.92,15566.86,46,9,1270,10/19/2019 10:7:20,comcast cable communications  llc,southwest,california,ONLN,DESKTOP,AFA_PL,ALLOW,93065,CA,,1999-04-18 00:00:00,6/5/2021 20:0:51,6/5/2021,SCHPMT,P2P_COMMIT,P2P,6/5/2021,Non-Fraud
69.96,0,47,3,1109,5/15/2021 4:20:19,charter communications,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,85381,AZ,7/13/2017 10:45:37,2017-11-13 00:00:00,2/28/2021 14:20:19,2/28/2021,SCHPMT,P2P_COMMIT,P2P,2/28/2021,Non-Fraud
0.01,2136.38,46,3,23,,t-mobile usa  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,77573,TX,,2000-07-01 00:00:00,6/13/2021 5:42:1,6/13/2021,SCHPMT,P2P_COMMIT,P2P,6/13/2021,Non-Fraud
479.2,1748.71,53,5,1380,12/26/2020 20:7:2,,,,ONLN,MOBILE,UN_PWD,ALLOW,8302,NJ,7/13/2020 7:45:37,2002-12-23 00:00:00,4/22/2021 19:7:2,4/22/2021,SCHPMT,P2P_COMMIT,P2P,4/22/2021,Non-Fraud
103.81,60.8,61,22,1928,,frontier communications of america  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,92646,CA,,1990-01-12 00:00:00,6/7/2021 19:20:50,6/7/2021,SCHPMT,P2P_COMMIT,P2P,6/7/2021,Non-Fraud
186.22,27659.38,96,4,1516,11/2/2021 15:32:22,charter communications,mountain,colorado,MOBL,MOBILE,UN_PWD,ALLOW,94404,CA,5/6/2020 13:0:15,2019-09-08 00:00:00,3/10/2021 11:32:22,3/10/2021,SCHPMT,P2P_COMMIT,P2P,3/10/2021,Fraud
4.21,6285.75,33,3,251,2/28/2021 0:26:45,charter communications inc,southwest,california,MOBL,MOBILE,TOUCH_ID,ALLOW,32068,FL,6/2/2019 10:26:35,2020-05-07 00:00:00,3/14/2021 10:26:45,3/14/2021,SCHPMT,P2P_COMMIT,P2P,3/14/2021,Non-Fraud
486.45,3019.57,53,7,0,6/24/2019 12:18:4,att services inc,south central,texas,ONLN,MOBILE,UN_PWD,ALLOW,87056,NM,,1997-10-17 00:00:00,5/11/2021 17:18:4,5/11/2021,SCHPMT,P2P_COMMIT,P2P,5/11/2021,Fraud
0.01,0,59,7,1827,6/15/2021 9:7:38,charter communications inc,south central,texas,MOBL,MOBILE,UN_PWD,ALLOW,94609,CA,6/8/2017 13:3:14,2015-10-26 00:00:00,6/13/2021 10:7:38,6/13/2021,SCHPMT,P2P_COMMIT,P2P,6/13/2021,Non-Fraud
121.09,0,67,6,7,11/8/2020 4:15:17,comcast,south central,texas,MOBL,MOBILE,UN_PWD,ALLOW,85225,AZ,,1999-02-06 00:00:00,3/3/2021 10:15:17,3/3/2021,SCHPMT,P2P_COMMIT,P2P,3/3/2021,Non-Fraud
190.71,0,36,2,487,4/10/2017 4:46:12,,,,MOBL,MOBILE,UN_PWD,ALLOW,80127,CO,,2015-09-30 00:00:00,6/7/2021 18:46:12,6/7/2021,SCHPMT,P2P_COMMIT,P2P,6/7/2021,Non-Fraud
5.44,954.47,48,11,93,12/12/2019 8:5:14,,,,MOBL,MOBILE,AFA_PL,ALLOW,90005,CA,,1998-10-20 00:00:00,4/4/2021 7:5:14,4/4/2021,SCHPMT,P2P_COMMIT,P2P,4/4/2021,Non-Fraud
494.3,2688.2,80,7,0,6/12/2021 12:59:31,cox communications inc.,southwest,arizona,MOBL,DESKTOP,UN_PWD,ALLOW,99664,AK,5/0/2020 13:25:22,1986-08-26 00:00:00,3/12/2021 13:59:31,3/12/2021,SCHPMT,P2P_COMMIT,P2P,3/12/2021,Fraud
407.3,0,55,6,866,9/2/2020 17:7:20,comcast,south central,texas,ONLN,MOBILE,UN_PWD,ALLOW,77006,TX,6/13/2018 6:45:37,1989-02-26 00:00:00,8/22/2021 17:0:51,8/22/2021,SCHPMT,P2P_COMMIT,P2P,8/22/2021,Non-Fraud
486.8,3418.18,46,8,0,2/27/2021 12:7:0,,,,ONLN,MOBILE,UN_PWD,ALLOW,55439,MN,5/0/2020 14:19:29,2016-06-22 00:00:00,6/14/2021 12:7:0,6/14/2021,SCHPMT,P2P_COMMIT,P2P,6/14/2021,Fraud
457.88,421.84,39,4,2211,8/18/2020 9:18:2,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,79927,TX,,1997-06-24 00:00:00,2/25/2021 13:18:2,2/25/2021,SCHPMT,P2P_COMMIT,P2P,2/25/2021,Non-Fraud
49.39,0,29,8,372,,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,90803,CA,1/23/2017 15:45:37,2002-10-06 00:00:00,2/21/2021 22:32:3,2/21/2021,SCHPMT,P2P_COMMIT,P2P,2/21/2021,Non-Fraud
157.03,3089.29,69,11,1396,3/27/2019 14:47:48,stanford university,southwest,california,ONLN,MOBILE,FACE_ID,ALLOW,19403,PA,1/29/2018 10:47:0,1997-03-03 00:00:00,4/22/2021 10:47:48,4/22/2021,SCHPMT,P2P_COMMIT,P2P,4/22/2021,Fraud
466.1,0,41,8,585,3/18/2019 13:49:3,charter communications inc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,50317,IA,,1985-07-06 00:00:00,3/24/2021 11:49:3,3/24/2021,SCHPMT,P2P_COMMIT,P2P,3/24/2021,Non-Fraud
493.36,3442.43,75,7,244,2/4/2020 8:29:59,leaseweb usa  inc.,mid atlantic,district of columbia,ONLN,MOBILE,FACE_ID,ALLOW,84790,UT,2/13/2020 6:48:49,1971-08-01 00:00:00,7/27/2021 23:29:59,7/27/2021,SCHPMT,P2P_COMMIT,P2P,7/27/2021,Fraud
0.01,0,61,4,567,5/18/2017 13:2:39,cox communications inc.,southwest,arizona,MOBL,MOBILE,UN_PWD,ALLOW,89145,NV,6/5/2017 6:59:27,2017-05-19 00:00:00,2/1/2021 22:2:39,2/1/2021,SCHPMT,P2P_COMMIT,P2P,2/1/2021,Non-Fraud
11.3,0,29,8,1,,t-mobile usa  inc.,northeast,new york,MOBL,DESKTOP,FACE_ID,ALLOW,85041,AZ,,1987-01-20 00:00:00,6/6/2021 7:34:42,6/6/2021,SCHPMT,P2P_COMMIT,P2P,6/6/2021,Non-Fraud
384.91,9164.12,60,4,47,10/17/2021 19:24:16,cox communications inc.,southwest,arizona,ONLN,MOBILE,UN_PWD,ALLOW,80113,CO,4/22/2020 6:45:37,1958-04-04 00:00:00,6/5/2021 11:24:16,6/5/2021,SCHPMT,P2P_COMMIT,P2P,6/5/2021,Non-Fraud
24.39,5554.11,36,8,629,11/26/2021 0:16:17,mediacom communications corp,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,93257,CA,6/10/2019 17:4:38,1989-06-05 00:00:00,6/13/2021 6:16:17,6/13/2021,SCHPMT,P2P_COMMIT,P2P,6/13/2021,Non-Fraud
12.52,4137.16,14,4,2193,11/26/2019 4:16:33,cellco partnership dba verizon wireless,northeast,new york,MOBL,MOBILE,UN_PWD,ALLOW,80112,CO,,2001-11-14 00:00:00,6/14/2021 18:16:33,6/14/2021,SCHPMT,P2P_COMMIT,P2P,6/14/2021,Non-Fraud
486.98,4045.68,47,4,76,11/13/2021 8:56:55,,,,ONLN,DESKTOP,UN_PWD,ALLOW,76071,TX,3/24/2021 23:50:5,2004-03-07 00:00:00,3/28/2021 7:14:46,3/28/2021,SCHPMT,P2P_COMMIT,P2P,3/28/2021,Fraud
444.2,0,65,6,15,11/14/2020 7:47:11,,,,ONLN,MOBILE,UN_PWD,ALLOW,95123,CA,7/11/2019 6:29:55,1993-05-01 00:00:00,7/2/2021 8:47:11,7/2/2021,SCHPMT,P2P_COMMIT,P2P,7/2/2021,Non-Fraud
159.41,0,83,9,2014,,charter communications inc,southwest,california,MOBL,DESKTOP,AFA_BM,ALLOW,85083,AZ,9/14/2021 6:45:37,2018-07-27 00:00:00,1/20/2021 18:9:1,1/20/2021,SCHPMT,P2P_COMMIT,P2P,1/20/2021,Non-Fraud
9.45,751.14,66,4,1042,4/4/2020 22:21:35,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,92603,CA,,1998-02-26 00:00:00,3/24/2021 15:21:35,3/24/2021,SCHPMT,P2P_COMMIT,P2P,3/24/2021,Non-Fraud
880.01,3168.65,63,67,644,2/2/2018 17:11:55,guadalupe valley telephone cooperative  inc.,south central,texas,ONLN,MOBILE,FACE_ID,ALLOW,77071,TX,12/8/2020 6:4:42,2003-01-22 00:00:00,4/19/2021 9:11:55,4/19/2021,SCHPMT,P2P_COMMIT,P2P,4/19/2021,Non-Fraud
473.51,0,35,7,0,2/11/2019 21:7:20,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,85044,AZ,7/15/2020 6:45:37,2004-09-19 00:00:00,6/3/2021 8:0:51,6/3/2021,SCHPMT,P2P_COMMIT,P2P,6/3/2021,Non-Fraud
495.52,3388.86,23,22,90,7/12/2021 12:7:40,tristate wifi llc,southwest,arizona,ONLN,MOBILE,FACE_ID,CHALLENGE_SUCCESS,77306,TX,,2003-08-21 00:00:00,7/2/2021 9:7:40,7/2/2021,SCHPMT,P2P_COMMIT,P2P,7/2/2021,Fraud
68.23,361519.05,23,71,1523,,charter communications,mountain,colorado,MOBL,MOBILE,AFA_PL,ALLOW,85031,AZ,8/25/2018 17:45:37,2013-01-31 00:00:00,7/6/2021 13:0:51,7/6/2021,SCHPMT,P2P_COMMIT,P2P,7/6/2021,Non-Fraud
0.01,6039.14,23,12,14,5/24/2020 17:11:34,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,33312,FL,,2001-02-04 00:00:00,6/15/2021 22:11:34,6/15/2021,SCHPMT,P2P_COMMIT,P2P,6/15/2021,Non-Fraud
1221.09,257536.81,61,7,546,2/3/2019 5:6:12,pg&e,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,33460,FL,,1956-05-14 00:00:00,2/7/2021 21:6:12,2/7/2021,SCHPMT,P2P_COMMIT,P2P,2/7/2021,Non-Fraud
465.11,2154.89,81,7,879,2/27/2021 3:7:59,,,,ONLN,DESKTOP,UN_PWD,ALLOW,88008,NM,9/16/2019 2:1:35,2013-11-29 00:00:00,5/22/2021 20:7:59,5/22/2021,SCHPMT,P2P_COMMIT,P2P,5/22/2021,Non-Fraud
158.66,2113.45,62,4,2041,,cellco partnership dba verizon wireless,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,94954,CA,1/15/2020 23:50:5,2004-10-08 00:00:00,3/11/2021 5:6:10,3/11/2021,SCHPMT,P2P_COMMIT,P2P,3/11/2021,Fraud
465.51,0,71,3,111,11/27/2019 4:7:20,att services inc,south central,texas,MOBL,MOBILE,UN_PWD,ALLOW,80651,CO,,2013-09-26 00:00:00,4/26/2021 9:0:51,4/26/2021,SCHPMT,P2P_COMMIT,P2P,4/26/2021,Non-Fraud
486.43,3539.02,34,3,0,11/3/2020 12:43:29,,,,ONLN,DESKTOP,UN_PWD,ALLOW,36360,AL,5/0/2020 23:22:22,1988-04-01 00:00:00,3/30/2021 8:43:29,3/30/2021,SCHPMT,P2P_COMMIT,P2P,3/30/2021,Fraud
10.52,258.88,67,11,1103,3/3/2019 15:54:43,charter communications,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,68901,NE,,1979-04-24 00:00:00,1/4/2021 18:54:43,1/4/2021,SCHPMT,P2P_COMMIT,P2P,1/4/2021,Non-Fraud
0.01,0,77,8,243,1/16/2020 4:44:11,,,,MOBL,MOBILE,UN_PWD,ALLOW,92410,CA,,2019-07-24 00:00:00,3/21/2021 15:44:11,3/21/2021,SCHPMT,P2P_COMMIT,P2P,3/21/2021,Non-Fraud
485.89,2521.26,72,7,173,3/17/2021 19:1:49,,,,ONLN,DESKTOP,UN_PWD,ALLOW,30339,GA,5/0/2020 16:50:5,2015-11-08 00:00:00,2/19/2021 14:1:49,2/19/2021,SCHPMT,P2P_COMMIT,P2P,2/19/2021,Fraud
487.67,3824.56,64,4,0,6/10/2020 12:50:31,,,,MOBL,,UN_PWD,ALLOW,30134,GA,5/0/2020 8:50:5,2020-05-01 00:00:00,7/2/2021 12:50:31,7/2/2021,SCHPMT,P2P_COMMIT,P2P,7/2/2021,Fraud
476.14,0,52,3,489,,cox communications inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,77494,TX,7/29/2019 6:45:37,1995-07-23 00:00:00,7/12/2021 21:47:39,7/12/2021,SCHPMT,P2P_COMMIT,P2P,7/12/2021,Non-Fraud
22.46,4075.86,47,4,563,5/18/2021 0:23:46,charter communications,great lakes,minnesota,ONLN,MOBILE,UN_PWD,ALLOW,77381,TX,12/8/2017 12:46:41,1981-11-01 00:00:00,3/22/2021 10:23:46,3/22/2021,SCHPMT,P2P_COMMIT,P2P,3/22/2021,Non-Fraud
491.03,75831.56,83,5,278,,comcast cable communications  llc,great lakes,minnesota,MOBL,MOBILE,UN_PWD,CHALLENGE_SUCCESS,85937,AZ,1/14/2020 23:0:54,1990-02-13 00:00:00,8/19/2021 11:23:40,8/19/2021,SCHPMT,P2P_COMMIT,P2P,8/19/2021,Fraud
490.76,9848.16,59,3,0,,cellco partnership dba verizon wireless,mid atlantic,pennsylvania,ONLN,DESKTOP,UN_PWD,ALLOW,39601,MS,1/2/2019 6:50:5,2005-04-16 00:00:00,3/28/2021 8:24:6,3/28/2021,SCHPMT,P2P_COMMIT,P2P,3/28/2021,Fraud
0.01,0,31,8,22,5/24/2018 11:25:12,t-mobile usa  inc.,northeast,new york,MOBL,DESKTOP,UN_PWD,ALLOW,95336,CA,9/8/2017 6:45:37,1996-01-12 00:00:00,4/10/2021 22:25:12,4/10/2021,SCHPMT,P2P_COMMIT,P2P,4/10/2021,Non-Fraud
40.8,2740.66,53,11,2649,,charter communications inc,south central,texas,ONLN,DESKTOP,UN_PWD,ALLOW,75038,TX,,2002-12-06 00:00:00,4/30/2021 11:33:34,4/30/2021,SCHPMT,P2P_COMMIT,P2P,4/30/2021,Non-Fraud
65.78,3118.6,41,4,2758,,comcast cable communications  llc,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,94123,CA,,2000-10-28 00:00:00,6/23/2021 9:25:55,6/23/2021,SCHPMT,P2P_COMMIT,P2P,6/23/2021,Non-Fraud
120.74,16138.08,62,7,1288,5/18/2020 6:7:8,cox communications inc.,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,32763,FL,,1979-02-08 00:00:00,5/2/2021 11:7:8,5/2/2021,SCHPMT,P2P_COMMIT,P2P,5/2/2021,Non-Fraud
489.69,84569.94,50,3,2329,,t-mobile usa  inc.,south central,texas,ONLN,MOBILE,FACE_ID,ALLOW,98339,WA,3/8/2018 4:2:52,1998-04-14 00:00:00,7/26/2021 10:21:31,7/26/2021,SCHPMT,P2P_COMMIT,P2P,7/26/2021,Non-Fraud
877.48,10083.16,82,2,188,2/15/2017 4:13:23,att services inc,southwest,california,MOBL,MOBILE,TOUCH_ID,ALLOW,32801,FL,10/23/2019 14:45:37,1985-03-29 00:00:00,4/13/2021 17:13:23,4/13/2021,SCHPMT,P2P_COMMIT,P2P,4/13/2021,Non-Fraud
98.61,2958.86,57,15,924,1/13/2017 3:7:20,comcast cable communications  llc,southwest,california,ONLN,MOBILE,FACE_ID,ALLOW,75216,TX,9/23/2019 13:3:3,1987-07-16 00:00:00,6/29/2021 23:0:51,6/29/2021,SCHPMT,P2P_COMMIT,P2P,6/29/2021,Non-Fraud
0.01,0,49,9,397,5/18/2017 6:20:23,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,77493,TX,,1974-02-21 00:00:00,5/7/2021 8:20:23,5/7/2021,SCHPMT,P2P_COMMIT,P2P,5/7/2021,Non-Fraud
0.01,0,65,9,39,7/10/2020 8:50:23,comcast cable communications  llc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,93036,CA,,1989-01-01 00:00:00,6/5/2021 10:50:23,6/5/2021,SCHPMT,P2P_COMMIT,P2P,6/5/2021,Non-Fraud
53.65,2060.49,65,4,45,12/1/2017 11:39:6,t-mobile usa  inc.,southwest,california,ONLN,MOBILE,AFA_PL,ALLOW,76049,TX,,1997-10-02 00:00:00,6/30/2021 17:39:6,6/30/2021,SCHPMT,P2P_COMMIT,P2P,6/30/2021,Non-Fraud
19.57,345.73,64,5,97,2/7/2020 8:59:6,t-mobile usa  inc.,northeast,new york,ONLN,,UN_PWD,ALLOW,78521,TX,,1997-07-28 00:00:00,7/19/2021 15:59:6,7/19/2021,SCHPMT,P2P_COMMIT,P2P,7/19/2021,Non-Fraud
8,4055.11,17,4,860,1/5/2018 11:23:47,charter communications,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,90274,CA,5/20/2020 10:16:27,1980-10-22 00:00:00,2/11/2021 10:23:47,2/11/2021,SCHPMT,P2P_COMMIT,P2P,2/11/2021,Non-Fraud
3.56,19728.85,71,11,1208,,centurylink communications  llc,mountain,colorado,ONLN,MOBILE,UN_PWD,ALLOW,95354,CA,7/22/2018 12:45:37,1968-01-25 00:00:00,3/31/2021 6:10:46,3/31/2021,SCHPMT,P2P_COMMIT,P2P,3/31/2021,Non-Fraud
484.26,3160.39,67,7,796,6/20/2020 8:54:55,"sierra communications, inc.",mountain,new mexico,ONLN,,UN_PWD,ALLOW,32703,FL,5/10/2021 12:27:52,1995-03-01 00:00:00,4/10/2021 18:54:55,4/10/2021,SCHPMT,P2P_COMMIT,P2P,4/10/2021,Fraud
10.69,0,51,2,1728,,comcast,south central,texas,MOBL,MOBILE,FACE_ID,ALLOW,91006,CA,,2000-08-19 00:00:00,1/26/2021 15:8:5,1/26/2021,SCHPMT,P2P_COMMIT,P2P,1/26/2021,Non-Fraud
22.46,17193.15,77,25,882,9/18/2020 16:14:55,cox communications inc.,southwest,nevada,MOBL,MOBILE,AFA_BM,ALLOW,55373,MN,9/14/2018 6:28:29,1969-11-03 00:00:00,3/16/2021 1:14:55,3/16/2021,SCHPMT,P2P_COMMIT,P2P,3/16/2021,Non-Fraud
843.73,3113.79,16,3,192,,t-mobile usa  inc.,pacific northwest,washington,ONLN,,FACE_ID,ALLOW,85140,AZ,,2013-04-01 00:00:00,3/20/2021 18:21:19,3/20/2021,SCHPMT,P2P_COMMIT,P2P,3/20/2021,Non-Fraud
495.78,3151.94,81,7,0,11/17/2020 5:1:50,,,,MOBL,,UN_PWD,ALLOW,78521,TX,5/13/2019 9:44:28,1992-09-27 00:00:00,6/30/2021 12:1:50,6/30/2021,SCHPMT,P2P_COMMIT,P2P,6/30/2021,Fraud
1285.86,305.9,47,6,6,,comcast cable communications  llc,southwest,california,ONLN,DESKTOP,UN_PWD,ALLOW,23075,VA,7/8/2017 22:45:37,1999-10-20 00:00:00,6/30/2021 14:0:51,6/30/2021,SCHPMT,P2P_COMMIT,P2P,6/30/2021,Non-Fraud
500.26,1668.07,23,6,303,4/3/2017 18:36:12,,,,ONLN,PHONE,UN_PWD,ALLOW,50220,IA,5/30/2020 8:50:5,1966-11-20 00:00:00,5/7/2021 15:36:12,5/7/2021,SCHPMT,P2P_COMMIT,P2P,5/7/2021,Fraud
0.01,0,61,3,168,5/31/2021 9:43:40,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,89031,NV,,1999-04-22 00:00:00,5/24/2021 12:43:40,5/24/2021,SCHPMT,P2P_COMMIT,P2P,5/24/2021,Non-Fraud
175.6,11613.15,14,8,1139,1/27/2021 8:27:13,webpass inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,30236,GA,8/15/2020 22:50:5,2012-03-01 00:00:00,1/18/2021 16:27:13,1/18/2021,SCHPMT,P2P_COMMIT,P2P,1/18/2021,Fraud
4.84,437.62,65,2,933,11/8/2021 4:32:51,frontier communications of america  inc.,southwest,california,MOBL,,TOUCH_ID,ALLOW,78645,TX,6/25/2019 6:16:36,1995-07-09 00:00:00,6/22/2021 15:32:51,6/22/2021,SCHPMT,P2P_COMMIT,P2P,6/22/2021,Non-Fraud
0.01,644.71,51,3,72,5/7/2021 9:2:13,cox communications inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,95020,CA,,1997-03-01 00:00:00,5/3/2021 12:2:13,5/3/2021,SCHPMT,P2P_COMMIT,P2P,5/3/2021,Non-Fraud
409.84,27689.1,69,6,442,2/16/2020 16:56:55,cox communications inc.,south central,oklahoma,ONLN,MOBILE,UN_PWD,ALLOW,94304,CA,1/7/2020 23:50:5,1996-06-10 00:00:00,5/14/2021 16:14:46,5/14/2021,SCHPMT,P2P_COMMIT,P2P,5/14/2021,Fraud
153.3,0,74,7,639,11/30/2021 8:18:45,cox communications inc.,southwest,california,ONLN,,UN_PWD,ALLOW,19082,PA,,1941-11-20 00:00:00,1/5/2021 6:18:45,1/5/2021,SCHPMT,P2P_COMMIT,P2P,1/5/2021,Non-Fraud
314.94,0,33,6,39,7/18/2021 10:34:57,cox communications inc.,southwest,nevada,ONLN,MOBILE,UN_PWD,ALLOW,83642,ID,7/21/2019 17:45:37,1999-07-06 00:00:00,6/20/2021 7:34:57,6/20/2021,SCHPMT,P2P_COMMIT,P2P,6/20/2021,Non-Fraud
865.91,0,73,8,1401,3/23/2019 12:48:45,frontier communications of america  inc.,southeast,florida,MOBL,MOBILE,FACE_ID,ALLOW,27288,NC,,2016-03-01 00:00:00,5/11/2021 8:48:45,5/11/2021,SCHPMT,P2P_COMMIT,P2P,5/11/2021,Non-Fraud
37.05,0,24,10,1058,,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,AFA_PL,ALLOW,89131,NV,,2010-05-14 00:00:00,2/22/2021 12:48:30,2/22/2021,SCHPMT,P2P_COMMIT,P2P,2/22/2021,Non-Fraud
